keyword,category,prefecture_name,prefecture_number,prefecture_name_english,prefecture_name_kana,prefecture_capital,prefecture_capital_english,prefecture_url
愛知県愛知郡東郷町,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
愛知県名古屋市東区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
岡山県岡山市東区,prefecture_city_sub,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
熊本県熊本市東区,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
広島県広島市東区,prefecture_city_sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
新潟県新潟市東区,prefecture_city_sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
静岡県浜松市東区,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
大阪府堺市東区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
福岡県福岡市東区,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
北海道札幌市東区,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
鹿児島県肝属郡東串良町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
群馬県吾妻郡東吾妻町,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
京都府京都市東山区,prefecture_city_sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
大阪府大阪市東住吉区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
千葉県香取郡東庄町,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
北海道上川郡東神楽町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
大阪府大阪市東成区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
秋田県雄勝郡東成瀬村,prefecture_city_sub,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
北海道上川郡東川町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
沖縄県国頭郡東村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
埼玉県秩父郡東秩父村,prefecture_city_sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
青森県下北郡東通村,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
兵庫県神戸市東灘区,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
岐阜県加茂郡東白川村,prefecture_city_sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
長崎県東彼杵郡東彼杵町,prefecture_city_sub,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
福岡県朝倉郡東峰村,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
青森県上北郡東北町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
高知県安芸郡東洋町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
大阪府大阪市東淀川区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
神奈川県足柄下郡湯河原町,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
福島県河沼郡湯川村,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
和歌山県有田郡湯浅町,prefecture_city_sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
熊本県球磨郡湯前町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
新潟県南魚沼郡湯沢町,prefecture_city_sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
鳥取県東伯郡湯梨浜町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
北海道石狩郡当別町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道上川郡当麻町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
青森県南津軽郡藤崎町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
秋田県山本郡藤里町,prefecture_city_sub,秋田県,5,akita,あきたけん,秋田市,akita-shi,http://www.pref.akita.lg.jp/
北海道虻田郡洞爺湖町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
山梨県南都留郡道志村,prefecture_city_sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
鹿児島県大島郡徳之島町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
沖縄県中頭郡読谷村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
北海道苫前郡苫前町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道空知郡奈井江町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
岡山県勝田郡奈義町,prefecture_city_sub,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
高知県安芸郡奈半利町,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
栃木県那須郡那珂川町,prefecture_city_sub,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
福岡県筑紫郡那珂川町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
徳島県那賀郡那賀町,prefecture_city_sub,徳島県,36,tokushima,とくしまけん,徳島市,tokushima-shi,http://www.pref.tokushima.jp/
栃木県那須郡那須町,prefecture_city_sub,栃木県,9,tochigi,とちぎけん,宇都宮市,utsunomiya-shi,http://www.pref.tochigi.lg.jp
和歌山県東牟婁郡那智勝浦町,prefecture_city_sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
愛媛県喜多郡内子町,prefecture_city_sub,愛媛県,38,ehime,えひめけん,松山市,matsuyama-shi,http://www.pref.ehime.jp/
石川県河北郡内灘町,prefecture_city_sub,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
兵庫県神戸市灘区,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
福島県双葉郡楢葉町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
熊本県阿蘇郡南阿蘇村,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
三重県度会郡南伊勢町,prefecture_city_sub,三重県,24,mie,みえけん,津市,tsu-shi,http://www.pref.mie.jp/
静岡県賀茂郡南伊豆町,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
福井県南条郡南越前町,prefecture_city_sub,福井県,18,fukui,ふくいけん,福井市,fukui-shi,http://www.pref.fukui.jp/
福島県南会津郡南会津町,prefecture_city_sub,福島県,7,fukushima,ふくしまけん,福島市,fukushima-shi,http://www.pref.fukushima.jp/
熊本県玉名郡南関町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
愛知県名古屋市南区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
岡山県岡山市南区,prefecture_city_sub,岡山県,33,okayama,おかやまけん,岡山市,okayama-shi,http://www.pref.okayama.jp/
京都府京都市南区,prefecture_city_sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
熊本県熊本市南区,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
広島県広島市南区,prefecture_city_sub,広島県,34,hiroshima,ひろしまけん,広島市,hiroshima-shi,http://www.pref.hiroshima.lg.jp/
埼玉県さいたま市南区,prefecture_city_sub,埼玉県,11,saitama,さいたまけん,さいたま市,saitama-shi,http://www.pref.saitama.lg.jp/
新潟県新潟市南区,prefecture_city_sub,新潟県,15,niiigata,にいがたけん,新潟市,niigata-shi,http://www.pref.niigata.lg.jp/
神奈川県横浜市南区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
神奈川県相模原市南区,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
静岡県浜松市南区,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
大阪府堺市南区,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
福岡県福岡市南区,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
北海道札幌市南区,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
宮城県本吉郡南三陸町,prefecture_city_sub,宮城県,4,miyagi,みやぎけん,仙台市,sendai-shi,http://www.pref.miyagi.jp/
京都府相楽郡南山城村,prefecture_city_sub,京都府,26,kyoto,きょうとふ,京都市,kyoto-shi,http://www.pref.kyoto.jp/
鹿児島県熊毛郡南種子町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
熊本県阿蘇郡南小国町,prefecture_city_sub,熊本県,43,kumamoto,くまもとけん,熊本市,kumamoto-shi,http://www.pref.kumamoto.jp/
長野県南佐久郡南相木村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
鹿児島県肝属郡南大隅町,prefecture_city_sub,鹿児島県,46,kagoshima,かごしまけん,鹿児島市,kagoshima-shi,http://www.pref.kagoshima.jp/
沖縄県島尻郡南大東村,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
愛知県知多郡南知多町,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
北海道空知郡南富良野町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
山梨県南巨摩郡南部町,prefecture_city_sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
青森県三戸郡南部町,prefecture_city_sub,青森県,2,aomori,あおもりけん,青森市,aomori-shi,http://www.pref.aomori.lg.jp/
鳥取県西伯郡南部町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
沖縄県島尻郡南風原町,prefecture_city_sub,沖縄県,47,okinawa,おきなわけん,那覇市,naha-shi,http://www.pref.okinawa.jp/
群馬県甘楽郡南牧村,prefecture_city_sub,群馬県,10,gunma,ぐんまけん,前橋市,maebashi-shi,http://www.pref.gunma.jp/
長野県南佐久郡南牧村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
北海道空知郡南幌町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
長野県上伊那郡南箕輪村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
長野県木曽郡南木曽町,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
神奈川県中郡二宮町,prefecture_city_sub,神奈川県,14,kanagawa,かながわけん,横浜市,yokohama-shi,http://www.pref.kanagawa.jp/
東京都西多摩郡日の出町,prefecture_city_sub,東京都,13,tokyo,とうきょうと,新宿区,shinjuku-shi,http://www.metro.tokyo.jp/
鳥取県西伯郡日吉津村,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
和歌山県日高郡日高川町,prefecture_city_sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
高知県高岡郡日高村,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
北海道沙流郡日高町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
和歌山県日高郡日高町,prefecture_city_sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
大分県速見郡日出町,prefecture_city_sub,大分県,44,oita,おおいたけん,大分市,oita-shi,http://www.pref.oita.jp/
鳥取県日野郡日南町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
宮崎県西臼杵郡日之影町,prefecture_city_sub,宮崎県,45,miyazaki,みやざきけん,宮崎市,miyazaki-shi,http://www.pref.miyazaki.lg.jp/
滋賀県蒲生郡日野町,prefecture_city_sub,滋賀県,25,shiga,しがけん,大津市,otsu-shi,http://www.pref.shiga.lg.jp/
鳥取県日野郡日野町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
富山県下新川郡入善町,prefecture_city_sub,富山県,16,toyama,とやまけん,富山市,toyama-shi,http://www.pref.toyama.jp/
山梨県南都留郡忍野村,prefecture_city_sub,山梨県,19,yamanashi,やまなしけん,甲府市,kofu-shi,http://www.pref.yamanashi.jp/
愛知県名古屋市熱田区,prefecture_city_sub,愛知県,23,aichi,あいちけん,名古屋市,nagoya-shi,http://www.pref.aichi.jp/
大阪府豊能郡能勢町,prefecture_city_sub,大阪府,27,osaka,おおさかふ,大阪市,osaka-shi,http://www.pref.osaka.jp/
石川県鳳珠郡能登町,prefecture_city_sub,石川県,17,ishikawa,いしかわけん,金沢市,kanazawa-shi,http://www.pref.ishikawa.jp/
兵庫県加古郡播磨町,prefecture_city_sub,兵庫県,28,hyogo,ひょうごけん,神戸市,kobe-shi,http://web.pref.hyogo.jp/
長崎県東彼杵郡波佐見町,prefecture_city_sub,長崎県,42,nagasaki,ながさきけん,長崎市,nagasaki-shi,http://www.pref.nagasaki.jp/
高知県安芸郡馬路村,prefecture_city_sub,高知県,39,kochi,こうちけん,高知市,kochi-shi,http://www.pref.kochi.lg.jp/
長野県下伊那郡売木村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
鳥取県西伯郡伯耆町,prefecture_city_sub,鳥取県,31,tottori,とっとりけん,鳥取市,tottori-shi,http://www.pref.tottori.lg.jp/
福岡県福岡市博多区,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
北海道古宇郡泊村,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
北海道白糠郡白糠町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
千葉県長生郡白子町,prefecture_city_sub,千葉県,12,chiba,ちばけん,千葉市,chiba-shi,http://www.pref.chiba.lg.jp/
北海道札幌市白石区,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
佐賀県杵島郡白石町,prefecture_city_sub,佐賀県,41,saga,さがけん,佐賀市,saga-shi,http://www.pref.saga.lg.jp/
岐阜県大野郡白川村,prefecture_city_sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
岐阜県加茂郡白川町,prefecture_city_sub,岐阜県,21,gifu,ぎふけん,岐阜市,gifu-shi,http://www.pref.gifu.lg.jp/
山形県西置賜郡白鷹町,prefecture_city_sub,山形県,6,yamagata,やまがたけん,山形市,yamagata-shi,http://www.pref.yamagata.jp/
長野県北安曇郡白馬村,prefecture_city_sub,長野県,20,nagano,ながのけん,長野市,nagano-shi,http://www.pref.nagano.lg.jp/
和歌山県西牟婁郡白浜町,prefecture_city_sub,和歌山県,30,wakayama,わかやまけん,和歌山市,wakayama-shi,http://www.pref.wakayama.lg.jp/
北海道白老郡白老町,prefecture_city_sub,北海道,1,hokkaido,ほっかいどう,札幌市,sapporo-shi,http://www.pref.hokkaido.lg.jp
福岡県糟屋郡粕屋町,prefecture_city_sub,福岡県,40,fukuoka,ふくおかけん,福岡市,fukuoka-shi,http://www.pref.fukuoka.lg.jp/
静岡県田方郡函南町,prefecture_city_sub,静岡県,22,shizuoka,しずおかけん,静岡市,shizuoka-shi,http://www.pref.shizuoka.jp/
